team,name,gender,position,board,attack_score,attack_total,block_score,block_total,serve_score,serve_total,receive_nice,receive_total,dig_nice,dig_total,set_nice,set_total,points
3,¿c²M»Í,0,4,24,23,62,25,167,3,315,0,5,53,357,676,1826,51
3,¶À¬fèû,0,1,24,0,0,0,0,0,0,253,587,153,638,18,101,0
3,ªL¬R¥à,0,5,24,78,158,38,216,6,254,1,5,12,100,1,8,122
3,²ø­õ¨|,0,4,10,9,21,2,15,1,13,5,7,1,15,0,12,12
3,¬_©v¨j,0,5,24,155,259,42,318,6,283,2,5,15,127,3,19,203
3,¶À¤h®i,0,2,24,17,43,3,23,3,114,29,76,13,74,2,13,23
3,µJÂ{¸Û,0,2,24,287,663,26,155,5,272,159,421,46,267,10,49,318
4,¥Û­×´¼,0,4,24,12,24,18,101,7,178,1,2,42,212,484,1144,37
4,±i©û«G,0,1,24,0,0,0,0,0,0,285,534,168,636,30,83,0
4,³¯«É§Ê,0,2,24,81,240,4,51,3,134,68,182,23,149,1,9,88
4,¦¶³Í¶h,0,3,19,28,72,2,23,5,34,0,1,4,24,0,2,35
4,§d«H½å,0,2,24,192,455,16,92,3,234,154,288,52,271,2,15,211
4,©P¤l´­,0,4,24,3,26,18,91,1,141,0,3,31,224,405,1142,22
4,§º¬f¾^,0,2,24,255,615,25,134,14,246,303,639,38,258,6,35,294
4,©P«a¦t,0,3,24,265,589,26,144,14,283,1,3,58,282,3,15,305
4,§õ¼á©¦,0,5,12,70,154,23,175,5,238,3,13,9,84,0,2,98
4,¤ý«T³Ç,0,5,24,18,44,9,61,1,71,2,4,6,48,0,0,28
4,§õÞ³°a,0,1,24,0,3,0,1,2,115,49,114,25,140,1,2,2
4,³¢®a»Ê,0,2,24,142,334,13,90,5,162,72,173,22,137,2,7,160
4,¾G®¶_,0,5,24,121,234,47,256,6,211,5,20,13,117,1,11,174
5,¬xº³¶v,0,3,24,212,606,20,135,5,276,3,10,50,303,6,25,237
5,ªL¬FÞ³,0,5,24,99,231,32,202,9,253,7,15,24,133,1,10,140
5,³¯¬FÀB,0,5,24,85,188,53,308,6,229,3,10,31,128,1,16,144
5,ªLÁ¾,0,4,24,19,53,22,107,10,276,1,4,32,239,623,1607,51
5,§õ¨K®¦,0,4,24,7,14,3,45,4,115,1,2,16,99,289,613,14
5,¼BÂE±Ó,0,2,12,223,445,27,101,3,179,173,281,59,223,11,28,253
5,§õ¥§§Æ¦Ì,0,2,24,322,735,22,163,13,323,294,681,77,368,5,26,357
5,¾H©¨©ý,0,2,24,30,81,1,19,1,37,13,67,4,48,0,7,32
5,¶À·N³Í,0,1,12,0,0,0,0,0,0,55,103,24,96,0,2,0
5,§õ³søÊ,0,2,12,7,16,1,17,0,11,0,1,1,4,0,0,8
5,¾G¥É´Ë,0,1,24,0,0,0,0,0,0,213,515,146,543,20,69,0
5,¶À¤å«Û,0,2,24,63,157,5,35,3,83,37,122,10,111,2,8,71
5,³¯«a¤¤,0,2,24,29,76,19,98,3,114,1,10,6,62,2,12,51
5,§õÅvÓT,0,3,12,29,71,3,22,1,36,2,20,5,46,1,4,33
7,´¿Ú{²Ü,1,5,24,211,450,28,302,10,213,5,15,60,209,16,62,249
7,§õ¿Ù,1,3,24,88,307,13,85,4,118,2,5,60,249,4,28,105
7,³¢ÂÑ»ö,1,2,22,5,30,1,10,2,35,98,190,98,266,16,28,8
7,³¯«º¶®,1,2,24,247,687,19,152,13,295,181,356,141,474,9,19,279
7,¶Àªä·ì,1,5,24,149,338,68,357,13,312,10,23,41,146,12,34,230
7,§õ«º¼ü,1,2,24,146,440,11,102,10,202,131,275,86,304,5,16,167
7,±iÒõªå,1,2,24,177,499,13,109,11,201,156,299,121,346,8,33,201
7,ªL¹t»ö,1,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0
7,ÁÂÐwêÝ,1,4,24,31,69,7,174,13,302,0,1,140,551,971,2373,51
7,·¨©s¾ì,1,1,24,0,0,0,0,0,0,161,310,232,677,23,52,0
7,¼B·Ô²E,1,4,12,1,1,0,1,0,30,0,0,8,40,46,161,1
7,³\´f¼ü,1,2,12,4,22,0,7,1,7,2,14,0,8,0,0,5
7,¹ù¹Å»T,1,5,24,31,84,2,62,5,102,3,7,10,50,3,11,38
7,¶À_¸©,1,3,24,150,403,25,121,11,152,9,18,72,262,4,15,186
8,¿½´ð­â,1,2,24,216,626,6,125,6,253,93,337,77,339,5,41,228
8,³¯²úÂè,1,4,24,5,13,0,4,0,23,0,0,4,19,32,88,5
8,§dªÚ§±,1,2,24,150,493,16,149,16,276,115,348,104,414,9,45,182
8,³¯¼ä,1,2,24,80,256,5,96,8,112,57,158,58,220,4,15,93
8,³¯¨Î½¯,1,3,24,13,45,7,61,3,60,0,1,25,112,176,505,23
8,§E_»y,1,5,24,82,241,30,301,7,215,1,6,30,177,1,18,119
8,¹ùÐw¥ô,1,4,24,20,72,6,171,13,268,0,2,97,504,643,2101,39
8,½²¨Gº½,1,5,24,63,195,11,111,3,121,0,2,15,96,2,28,77
8,Anny,1,5,24,161,360,61,354,10,274,3,18,40,228,5,40,232
8,Jessica,1,2,24,318,910,45,217,8,244,85,225,101,469,6,36,371
8,±iªéÞ±,1,2,24,97,380,16,131,7,131,74,184,55,286,1,12,120
8,¿à´ðµ{,1,1,24,0,0,0,0,0,0,217,488,278,917,47,141,0
9,±i_¤å,1,3,24,305,811,26,174,24,269,1,13,76,344,4,25,355
9,¶À±¡ºû,1,4,24,22,49,6,107,8,199,0,2,89,336,431,1406,36
9,ªL¨ä»T,1,1,24,0,0,0,0,0,0,217,531,260,924,21,81,0
9,µ£µaªÚ,1,2,24,46,227,4,47,7,152,77,206,64,228,2,14,57
9,ªô¶®¼z,1,5,24,8,37,5,46,2,36,0,2,6,30,0,5,15
9,Miri,1,2,24,225,660,37,199,26,295,195,540,104,499,5,26,288
9,¼B¬üµ×,1,5,24,152,374,62,398,15,231,2,7,42,253,2,18,229
9,Matea,1,2,24,166,520,32,140,13,201,66,294,75,382,5,26,211
9,¶À½¯¨È,1,2,24,30,110,4,39,0,20,19,40,19,66,0,4,34
9,³¯¥©²â,1,4,24,5,18,4,64,3,150,0,0,44,294,208,899,12
9,¸­¤_¶²,1,5,24,120,288,33,282,15,282,3,14,34,187,3,23,168
9,ÅÇ¸Ö¶²,1,2,24,6,34,1,14,1,29,18,50,10,48,0,3,8
9,Ã¹»ö¿[,1,2,10,121,375,5,63,10,131,100,156,121,266,7,10,136
9,¼BÂùµÙ,1,2,24,134,406,20,155,11,145,29,142,55,222,0,24,165
10,¤B¬X¦w,1,1,24,0,0,0,0,0,0,194,512,163,513,13,69,0
10,³¯©É¦p,1,5,24,40,137,28,208,5,227,6,14,18,161,8,42,73
10,BoBo,1,5,24,109,235,44,307,8,160,5,14,13,124,4,17,161
10,ªL®Ñ²ü,1,3,24,205,679,14,154,13,252,146,333,140,535,154,535,232
10,¦¿«äßÙ,1,5,24,14,69,5,57,5,41,11,64,9,68,0,16,24
10,½²¥®¸s,1,2,24,136,407,11,119,8,187,56,227,43,258,0,20,155
10,­J¾å¨Ø,1,5,24,78,189,25,220,15,193,3,12,18,158,1,29,118
10,³¯Û`´@,1,3,24,262,731,32,160,15,233,20,72,70,342,3,42,309
10,Cika,1,4,24,12,40,17,175,10,237,0,3,93,488,577,1892,39
10,¶À¯Àµ^,1,1,24,0,0,0,0,0,0,62,242,64,329,0,47,0
10,¤ý¯\¬Â,1,5,14,1,5,0,1,0,1,0,0,1,2,0,1,1
11,÷á§±¶²,1,4,24,3,9,2,37,8,107,0,2,20,200,154,673,13
11,¿Û«~æ¢,1,2,24,17,74,4,60,3,73,0,2,5,42,1,6,24
11,±iÞ³¦w,1,2,24,51,197,4,38,4,56,27,154,22,158,0,11,59
11,§fª³§g,1,5,24,35,133,18,220,2,181,3,21,20,150,2,31,55
11,³¯¬Õºö,1,2,24,42,121,2,17,1,41,37,84,25,91,3,6,45
11,ÁÂ¹t¼ü,1,4,24,36,114,7,77,1,109,23,71,44,222,208,656,44
11,ªL«º§u,1,1,24,0,0,0,0,0,0,7,21,10,36,0,0,0
11,¨È¬ü®R,1,2,24,31,127,1,13,0,44,30,94,23,70,0,5,32
11,¥Ì¥i¼z,1,5,24,111,334,31,238,14,178,2,15,16,180,1,25,156
11,±i®x»y,1,4,24,8,15,1,31,9,156,0,1,24,221,285,1005,18
11,´^__ØÆ,1,2,24,196,546,6,85,11,183,130,359,77,365,4,30,213
11,³\Û`ªå,1,2,24,183,583,7,106,6,191,114,299,110,384,3,28,196
11,°ªÝõ´D,1,3,24,70,278,5,50,0,74,29,94,42,165,3,16,75
11,¼ï«Å»T,1,3,24,147,477,15,85,7,138,12,63,49,244,0,21,169
11,¸â¨Î¯ô,1,1,24,0,0,0,0,0,0,161,489,179,756,8,83,0
