date,game,team,team1,game1,game2,game3,game4,game5,total,score
2020/11/14,36,4,conti,25,25,28,0,0,78,3
2020/11/14,37,7,台電女排,25,25,25,0,0,75,3
2020/11/14,37,10,極速超跑,18,16,11,0,0,45,0
2020/11/14,38,8,臺北鯨華,29,23,25,25,15,117,3
2020/11/14,38,11,愛山林,31,25,14,22,8,100,2
2020/11/14,39,7,台電女排,25,25,25,0,0,75,3
2020/11/14,39,10,極速超跑,18,16,11,0,0,45,0
2020/11/14,40,8,臺北鯨華,29,23,25,25,15,117,3
2020/11/14,40,11,愛山林,31,25,14,22,8,100,2
2020/11/15,41,3,臺中長力,25,21,21,21,0,88,1
2020/11/15,41,1,台電男排,22,25,25,25,0,97,3
2020/11/15,42,3,臺中長力,25,21,21,21,0,88,1
2020/11/15,42,1,台電男排,22,25,25,25,0,97,3
2020/11/15,43,4,conti,26,25,18,25,0,94,3
2020/11/15,43,5,桃園臺產,24,21,25,14,0,84,1
2020/11/15,44,4,conti,26,25,18,25,0,94,3
2020/11/15,44,5,桃園臺產,24,21,25,14,0,84,1
2020/11/15,45,10,極速超跑,23,20,21,0,0,64,0
2020/11/15,45,7,台電女排,25,25,25,0,0,75,3
2020/11/15,46,11,愛山林,22,22,25,18,0,87,1
2020/11/15,46,8,臺北鯨華,25,25,23,25,0,98,3
2020/11/15,47,10,極速超跑,23,20,21,0,0,64,0
2020/11/15,47,7,台電女排,25,25,25,0,0,75,3
2020/11/15,48,11,愛山林,22,22,25,18,0,87,1
2020/11/15,48,8,臺北鯨華,25,25,23,25,0,98,3
2020/11/21,49,1,台電男排,25,22,25,25,0,97,3
2020/11/21,49,5,桃園臺產,19,25,21,21,0,86,1
2020/11/21,50,3,臺中長力,25,22,25,25,0,97,3
2020/11/21,50,4,conti,16,25,23,23,0,87,1
2020/11/21,51,3,臺中長力,25,22,25,25,0,97,3
2020/11/21,51,4,conti,16,25,23,23,0,87,1
2020/11/21,52,1,台電男排,25,22,25,25,0,97,3
2020/11/21,52,5,桃園臺產,19,25,21,21,0,86,1
2020/11/21,53,11,愛山林,23,19,18,0,0,60,0
2020/11/21,53,7,台電女排,25,25,25,0,0,75,3
2020/11/21,54,8,臺北鯨華,19,25,22,0,0,66,0
2020/11/21,54,10,極速超跑,25,27,25,0,0,77,3
2020/11/21,55,8,臺北鯨華,19,25,22,0,0,66,0
2020/11/21,55,10,極速超跑,25,27,25,0,0,77,3
2020/11/21,56,11,愛山林,23,19,18,0,0,60,0
2020/11/21,56,7,台電女排,25,25,25,0,0,75,3
2020/11/22,57,5,桃園臺產,15,23,22,0,0,60,0
2020/11/22,57,1,台電男排,25,25,25,0,0,75,3
2020/11/22,58,2,雲林Mizuno,28,19,12,25,15,99,3
2020/11/22,58,3,臺中長力,26,25,25,22,12,110,2
2020/11/22,59,2,雲林Mizuno,28,19,12,25,15,99,3
2020/11/22,59,3,臺中長力,26,25,25,22,12,110,2
2020/11/22,60,5,桃園臺產,15,23,22,0,0,60,0
2020/11/22,60,1,台電男排,25,25,25,0,0,75,3
2020/11/22,61,7,台電女排,25,25,25,0,0,75,3
2020/11/22,61,9,中國人纖,22,17,19,0,0,58,0
2020/11/22,62,7,台電女排,25,25,25,0,0,75,3
2020/11/22,62,9,中國人纖,22,17,19,0,0,58,0
2020/11/22,63,10,極速超跑,25,15,25,25,0,90,3
2020/11/22,63,11,愛山林,14,25,21,19,0,79,1
2020/11/22,64,10,極速超跑,25,15,25,25,0,90,3
2020/11/22,64,11,愛山林,14,25,21,19,0,79,1
2020/11/28,65,4,conti,14,18,20,0,0,52,0
2020/11/28,65,1,台電男排,25,25,25,0,0,75,3
2020/11/28,66,5,桃園臺產,25,23,22,22,0,92,1
2020/11/28,66,3,臺中長力,21,25,25,25,0,96,3
2020/11/28,67,4,conti,14,18,20,0,0,52,0
2020/11/28,67,1,台電男排,25,25,25,0,0,75,3
2020/11/28,68,5,桃園臺產,25,23,22,22,0,92,1
2020/11/28,68,3,臺中長力,21,25,25,25,0,96,3
2020/11/28,69,8,臺北鯨華,26,23,25,25,0,99,3
2020/11/28,69,7,台電女排,24,25,20,20,0,89,1
2020/11/28,70,8,臺北鯨華,26,23,25,25,0,99,3
2020/11/28,70,7,台電女排,24,25,20,20,0,89,1
2020/11/28,71,10,極速超跑,19,14,13,0,0,46,0
2020/11/28,71,9,中國人纖,25,25,25,0,0,75,3
2020/11/28,72,10,極速超跑,19,14,13,0,0,46,0
2020/11/28,72,9,中國人纖,25,25,25,0,0,75,3
2020/11/29,73,1,台電男排,25,18,25,25,0,93,3
2020/11/29,73,2,雲林Mizuno,18,25,19,20,0,82,1
2020/11/29,74,1,台電男排,25,18,25,25,0,93,3
2020/11/29,74,2,雲林Mizuno,18,25,19,20,0,82,1
2020/11/29,75,3,臺中長力,25,25,23,25,0,98,3
2020/11/29,75,4,conti,20,16,25,21,0,82,1
2020/11/29,76,3,臺中長力,25,25,23,25,0,98,3
2020/11/29,76,4,conti,20,16,25,21,0,82,1
2020/11/29,77,7,台電女排,25,25,25,0,0,75,3
2020/11/29,77,8,臺北鯨華,16,23,17,0,0,56,0
2020/11/29,78,7,台電女排,25,25,25,0,0,75,3
2020/11/29,78,8,臺北鯨華,16,23,17,0,0,56,0
2020/11/29,79,9,中國人纖,25,25,25,0,0,75,3
2020/11/29,79,10,極速超跑,22,19,17,0,0,58,0
2020/11/29,80,9,中國人纖,25,25,25,0,0,75,3
2020/11/29,80,10,極速超跑,22,19,17,0,0,58,0
2020/12/5,81,1,台電男排,25,25,25,23,15,113,3
2020/12/5,81,3,臺中長力,22,27,16,25,13,103,2
2020/12/5,82,2,雲林Mizuno,20,20,25,25,15,105,3
2020/12/5,82,5,桃園臺產,25,25,19,17,11,97,2
2020/12/5,83,1,台電男排,25,25,25,23,15,113,3
2020/12/5,83,3,臺中長力,22,27,16,25,13,103,2
2020/12/5,84,2,雲林Mizuno,20,20,25,25,15,105,3
2020/12/5,84,5,桃園臺產,25,25,19,17,11,97,2
2020/12/5,85,8,臺北鯨華,14,25,15,25,12,91,2
2020/12/5,85,9,中國人纖,25,17,25,22,15,104,3
2020/12/5,86,8,臺北鯨華,14,25,15,25,12,91,2
2020/12/5,86,9,中國人纖,25,17,25,22,15,104,3
2020/12/5,87,11,愛山林,25,24,25,20,15,109,3
2020/12/5,87,10,極速超跑,22,26,20,25,8,101,2
2020/12/5,88,11,愛山林,25,24,25,20,15,109,3
2020/12/5,88,10,極速超跑,22,26,20,25,8,101,2
2020/12/6,89,5,桃園臺產,14,24,14,0,0,52,0
2020/12/6,89,1,台電男排,25,26,25,0,0,76,3
2020/12/6,90,3,臺中長力,25,25,29,0,0,79,3
2020/12/6,90,2,雲林Mizuno,23,22,27,0,0,72,0
2020/12/6,91,3,臺中長力,25,25,29,0,0,79,3
2020/12/6,91,2,雲林Mizuno,23,22,27,0,0,72,0
2020/12/6,92,5,桃園臺產,14,24,14,0,0,52,0
2020/12/6,92,1,台電男排,25,26,25,0,0,76,3
2020/12/6,93,10,極速超跑,25,17,25,23,15,105,3
2020/12/6,93,8,臺北鯨華,22,25,17,25,10,99,2
2020/12/6,94,9,中國人纖,25,25,25,0,0,75,3
2020/12/6,94,11,愛山林,16,18,21,0,0,55,0
2020/12/6,95,10,極速超跑,25,17,25,23,15,105,3
2020/12/6,95,8,臺北鯨華,22,25,17,25,10,99,2
2020/12/6,96,9,中國人纖,25,25,25,0,0,75,3
2020/12/6,96,11,愛山林,16,18,21,0,0,55,0
2020/12/12,97,1,台電男排,25,25,25,0,0,75,3
2020/12/12,97,4,conti,22,19,21,0,0,62,0
2020/12/12,98,2,雲林Mizuno,21,16,26,25,13,101,2
2020/12/12,98,3,臺中長力,25,25,24,19,15,108,3
2020/12/12,99,2,雲林Mizuno,21,16,26,25,13,101,2
2020/12/12,99,3,臺中長力,25,25,24,19,15,108,3
2020/12/12,100,1,台電男排,25,25,25,0,0,75,3
2020/12/12,100,4,conti,22,19,21,0,0,62,0
2020/12/12,101,11,愛山林,20,16,12,0,0,48,0
2020/12/12,101,7,台電女排,25,25,25,0,0,75,3
2020/12/12,102,8,臺北鯨華,25,22,31,31,8,117,2
2020/12/12,102,9,中國人纖,23,25,29,33,15,125,3
2020/12/12,103,8,臺北鯨華,25,22,31,31,8,117,2
2020/12/12,103,9,中國人纖,23,25,29,33,15,125,3
2020/12/12,104,11,愛山林,20,16,12,0,0,48,0
2020/12/12,104,7,台電女排,25,25,25,0,0,75,3
2020/12/13,105,3,臺中長力,25,31,27,19,10,112,2
2020/12/13,105,1,台電男排,16,33,25,25,15,114,3
2020/12/13,106,4,conti,29,30,25,25,10,119,2
2020/12/13,106,2,雲林Mizuno,31,32,22,21,15,121,3
2020/12/13,107,3,臺中長力,25,31,27,19,10,112,2
2020/12/13,107,1,台電男排,16,33,25,25,15,114,3
2020/12/13,108,4,conti,29,30,25,25,10,119,2
2020/12/13,108,2,雲林Mizuno,31,32,22,21,15,121,3
2020/12/13,109,7,台電女排,25,25,25,0,0,75,3
2020/12/13,109,11,愛山林,16,15,21,0,0,52,0
2020/12/13,110,9,中國人纖,21,26,10,25,12,94,2
2020/12/13,110,8,臺北鯨華,25,24,25,20,15,109,3
2020/12/13,111,9,中國人纖,21,26,10,25,12,94,2
2020/12/13,111,8,臺北鯨華,25,24,25,20,15,109,3
2020/12/13,112,7,台電女排,25,25,25,0,0,75,3
2020/12/13,112,11,愛山林,16,15,21,0,0,52,0
2020/12/19,113,4,conti,25,23,17,22,0,87,1
2020/12/19,113,1,台電男排,19,25,25,25,0,94,3
2020/12/19,114,5,桃園臺產,19,19,16,0,0,54,0
2020/12/19,114,2,雲林Mizuno,25,25,25,0,0,75,3
2020/12/19,115,4,conti,25,23,17,22,0,87,1
2020/12/19,115,1,台電男排,19,25,25,25,0,94,3
2020/12/19,116,5,桃園臺產,19,19,16,0,0,54,0
2020/12/19,116,2,雲林Mizuno,25,25,25,0,0,75,3
2020/12/19,117,10,極速超跑,22,15,25,13,0,75,1
2020/12/19,117,7,台電女排,25,25,20,25,0,95,3
2020/12/19,118,9,中國人纖,19,25,25,25,0,94,3
2020/12/19,118,11,愛山林,25,21,17,23,0,86,1
2020/12/19,119,10,極速超跑,22,15,25,13,0,75,1
2020/12/19,119,7,台電女排,25,25,20,25,0,95,3
2020/12/19,120,9,中國人纖,19,25,25,25,0,94,3
2020/12/19,120,11,愛山林,25,21,17,23,0,86,1
2020/12/20,121,1,台電男排,25,25,25,0,0,75,3
2020/12/20,121,5,桃園臺產,18,9,17,0,0,44,0
2020/12/20,122,2,雲林Mizuno,23,25,25,25,0,98,3
2020/12/20,122,4,conti,25,15,22,20,0,82,1
2020/12/20,123,2,雲林Mizuno,23,25,25,25,0,98,3
2020/12/20,123,4,conti,25,15,22,20,0,82,1
2020/12/20,124,1,台電男排,25,25,25,0,0,75,3
2020/12/20,124,5,桃園臺產,18,9,17,0,0,44,0
2020/12/20,125,7,台電女排,25,25,21,25,0,96,3
2020/12/20,125,9,中國人纖,17,20,25,21,0,83,1
2020/12/20,126,7,台電女排,25,25,21,25,0,96,3
2020/12/20,126,9,中國人纖,17,20,25,21,0,83,1
2020/12/20,127,11,愛山林,19,16,16,0,0,51,0
2020/12/20,127,10,極速超跑,25,25,25,0,0,75,3
2020/12/20,128,11,愛山林,19,16,16,0,0,51,0
2020/12/20,128,10,極速超跑,25,25,25,0,0,75,3
2021/1/2,129,1,台電男排,25,24,25,22,18,114,3
2021/1/2,129,2,雲林Mizuno,15,26,14,25,16,96,2
2021/1/2,130,1,台電男排,25,24,25,22,18,114,3
2021/1/2,130,2,雲林Mizuno,15,26,14,25,16,96,2
2021/1/2,131,3,臺中長力,25,25,28,25,0,103,3
2021/1/2,131,4,conti,21,22,30,19,0,92,1
2021/1/2,132,3,臺中長力,25,25,28,25,0,103,3
2021/1/2,132,4,conti,21,22,30,19,0,92,1
2021/1/2,133,9,中國人纖,16,9,12,0,0,37,0
2021/1/2,133,7,台電女排,25,25,25,0,0,75,3
2021/1/2,134,11,愛山林,20,9,14,0,0,43,0
2021/1/2,134,8,臺北鯨華,25,25,25,0,0,75,3
2021/1/2,135,9,中國人纖,16,9,12,0,0,37,0
2021/1/2,135,7,台電女排,25,25,25,0,0,75,3
2021/1/2,136,11,愛山林,20,9,14,0,0,43,0
2021/1/2,136,8,臺北鯨華,25,25,25,0,0,75,3
2021/1/3,137,2,雲林Mizuno,22,13,25,25,12,97,2
2021/1/3,137,1,台電男排,25,25,20,22,15,107,3
2021/1/3,138,2,雲林Mizuno,22,13,25,25,12,97,2
2021/1/3,138,1,台電男排,25,25,20,22,15,107,3
2021/1/3,139,5,桃園臺產,26,23,21,27,0,97,1
2021/1/3,139,3,臺中長力,24,25,25,29,0,103,3
2021/1/3,140,5,桃園臺產,26,23,21,27,0,97,1
2021/1/3,140,3,臺中長力,24,25,25,29,0,103,3
2021/1/3,141,7,台電女排,25,24,25,25,0,99,3
2021/1/3,141,10,極速超跑,18,26,17,22,0,83,1
2021/1/3,142,8,臺北鯨華,25,25,27,0,0,77,3
2021/1/3,142,11,愛山林,17,17,25,0,0,59,0
2021/1/3,143,7,台電女排,25,24,25,25,0,99,3
2021/1/3,143,10,極速超跑,18,26,17,22,0,83,1
2021/1/3,144,8,臺北鯨華,25,25,27,0,0,77,3
2021/1/3,144,11,愛山林,17,17,25,0,0,59,0
2021/1/9,145,1,台電男排,16,25,20,25,15,101,3
2021/1/9,145,5,桃園臺產,25,16,25,16,10,92,2
2021/1/9,146,2,雲林Mizuno,25,22,25,25,0,97,3
2021/1/9,146,4,conti,18,25,19,23,0,85,1
2021/1/9,147,2,雲林Mizuno,25,22,25,25,0,97,3
2021/1/9,147,4,conti,18,25,19,23,0,85,1
2021/1/9,148,1,台電男排,16,25,20,25,15,101,3
2021/1/9,148,5,桃園臺產,25,16,25,16,10,92,2
2021/1/9,149,7,台電女排,25,25,25,0,0,75,3
2021/1/9,149,10,極速超跑,20,10,22,0,0,52,0
2021/1/9,150,9,中國人纖,19,14,22,0,0,55,0
2021/1/9,150,8,臺北鯨華,25,25,25,0,0,75,3
2021/1/9,151,9,中國人纖,19,14,22,0,0,55,0
2021/1/9,151,8,臺北鯨華,25,25,25,0,0,75,3
2021/1/9,152,7,台電女排,25,25,25,0,0,75,3
2021/1/9,152,10,極速超跑,20,10,22,0,0,52,0
2021/1/10,153,4,conti,21,25,15,15,0,76,1
2021/1/10,153,1,台電男排,25,23,25,25,0,98,3
2021/1/10,154,5,桃園臺產,25,25,19,22,12,103,2
2021/1/10,154,2,雲林Mizuno,17,15,25,25,15,97,3
2021/1/10,155,4,conti,21,25,15,15,0,76,1
2021/1/10,155,1,台電男排,25,23,25,25,0,98,3
2021/1/10,156,5,桃園臺產,25,25,19,22,12,103,2
2021/1/10,156,2,雲林Mizuno,17,15,25,25,15,97,3
2021/1/10,157,8,臺北鯨華,17,14,22,0,0,53,0
2021/1/10,157,7,台電女排,25,25,25,0,0,75,3
2021/1/10,158,8,臺北鯨華,17,14,22,0,0,53,0
2021/1/10,158,7,台電女排,25,25,25,0,0,75,3
2021/1/10,159,10,極速超跑,23,28,25,30,0,106,3
2021/1/10,159,9,中國人纖,25,26,16,28,0,95,1
2021/1/10,160,10,極速超跑,23,28,25,30,0,106,3
2021/1/10,160,9,中國人纖,25,26,16,28,0,95,1
2021/1/16,161,2,雲林Mizuno,23,25,25,25,0,98,3
2021/1/16,161,4,conti,25,17,22,21,0,85,1
2021/1/16,162,5,桃園臺產,18,20,15,0,0,53,0
2021/1/16,162,3,臺中長力,25,25,25,0,0,75,3
2021/1/16,163,2,雲林Mizuno,23,25,25,25,0,98,3
2021/1/16,163,4,conti,25,17,22,21,0,85,1
2021/1/16,164,5,桃園臺產,18,20,15,0,0,53,0
2021/1/16,164,3,臺中長力,25,25,25,0,0,75,3
2021/1/16,165,7,台電女排,25,25,22,25,0,97,3
2021/1/16,165,8,臺北鯨華,21,19,25,23,0,88,1
2021/1/16,166,7,台電女排,25,25,22,25,0,97,3
2021/1/16,166,8,臺北鯨華,21,19,25,23,0,88,1
2021/1/16,167,11,愛山林,13,17,20,0,0,50,0
2021/1/16,167,9,中國人纖,25,25,25,0,0,75,3
2021/1/16,168,11,愛山林,13,17,20,0,0,50,0
2021/1/16,168,9,中國人纖,25,25,25,0,0,75,3
2021/1/17,169,3,臺中長力,25,20,25,25,0,95,3
2021/1/17,169,2,雲林Mizuno,17,25,22,17,0,81,1
2021/1/17,170,3,臺中長力,25,20,25,25,0,95,3
2021/1/17,170,2,雲林Mizuno,17,25,22,17,0,81,1
2021/1/17,171,4,conti,36,14,17,25,16,108,3
2021/1/17,171,5,桃園臺產,34,25,25,21,14,119,2
2021/1/17,172,4,conti,36,14,17,25,16,108,3
2021/1/17,172,5,桃園臺產,34,25,25,21,14,119,2
2021/1/17,173,8,臺北鯨華,22,21,18,0,0,61,0
2021/1/17,173,7,台電女排,25,25,25,0,0,75,3
2021/1/17,174,8,臺北鯨華,22,21,18,0,0,61,0
2021/1/17,174,7,台電女排,25,25,25,0,0,75,3
2021/1/17,175,9,中國人纖,25,25,25,0,0,75,3
2021/1/17,175,11,愛山林,18,19,20,0,0,57,0
2021/1/17,176,9,中國人纖,25,25,25,0,0,75,3
2021/1/17,176,11,愛山林,18,19,20,0,0,57,0
2021/1/23,177,1,台電男排,24,25,27,25,15,116,3
2021/1/23,177,2,雲林Mizuno,26,23,25,27,13,114,2
2021/1/23,178,1,台電男排,24,25,27,25,15,116,3
2021/1/23,178,2,雲林Mizuno,26,23,25,27,13,114,2
2021/1/23,179,5,桃園臺產,25,25,29,0,0,79,3
2021/1/23,179,4,conti,17,20,27,0,0,64,0
2021/1/23,180,5,桃園臺產,25,25,29,0,0,79,3
2021/1/23,180,4,conti,17,20,27,0,0,64,0
2021/1/23,181,7,台電女排,25,25,17,26,15,108,3
2021/1/23,181,8,臺北鯨華,18,15,25,28,11,97,2
2021/1/23,182,7,台電女排,25,25,17,26,15,108,3
2021/1/23,182,8,臺北鯨華,18,15,25,28,11,97,2
2021/1/23,183,10,極速超跑,25,29,25,0,0,79,3
2021/1/23,183,11,愛山林,17,27,16,0,0,60,0
2021/1/23,184,10,極速超跑,25,29,25,0,0,79,3
2021/1/23,184,11,愛山林,17,27,16,0,0,60,0
2021/1/24,185,4,conti,25,26,19,24,0,94,1
2021/1/24,185,1,台電男排,22,28,25,26,0,101,3
2021/1/24,186,2,雲林Mizuno,25,25,23,25,0,98,3
2021/1/24,186,5,桃園臺產,21,19,25,20,0,85,1
2021/1/24,187,4,conti,25,26,19,24,0,94,1
2021/1/24,187,1,台電男排,22,28,25,26,0,101,3
2021/1/24,188,2,雲林Mizuno,25,25,23,25,0,98,3
2021/1/24,188,5,桃園臺產,21,19,25,20,0,85,1
2021/1/24,189,9,中國人纖,18,25,25,25,0,93,3
2021/1/24,189,7,台電女排,25,23,22,21,0,91,1
2021/1/24,190,8,臺北鯨華,18,16,29,25,15,103,3
2021/1/24,190,10,極速超跑,25,25,27,23,12,112,2
2021/1/24,191,9,中國人纖,18,25,25,25,0,93,3
2021/1/24,191,7,台電女排,25,23,22,21,0,91,1
2021/1/24,192,8,臺北鯨華,18,16,29,25,15,103,3
2021/1/24,192,10,極速超跑,25,25,27,23,12,112,2
2021/1/30,193,5,桃園臺產,15,20,23,0,0,58,0
2021/1/30,193,1,台電男排,25,25,25,0,0,75,3
2021/1/30,194,4,conti,20,20,25,30,15,110,3
2021/1/30,194,3,臺中長力,25,25,23,28,13,114,2
2021/1/30,195,4,conti,20,20,25,30,15,110,3
2021/1/30,195,3,臺中長力,25,25,23,28,13,114,2
2021/1/30,196,5,桃園臺產,15,20,23,0,0,58,0
2021/1/30,196,1,台電男排,25,25,25,0,0,75,3
2021/1/30,197,10,極速超跑,18,17,17,0,0,52,0
2021/1/30,197,8,臺北鯨華,25,25,25,0,0,75,3
2021/1/30,198,9,中國人纖,25,25,25,0,0,75,3
2021/1/30,198,11,愛山林,11,21,11,0,0,43,0
2021/1/30,199,10,極速超跑,18,17,17,0,0,52,0
2021/1/30,199,8,臺北鯨華,25,25,25,0,0,75,3
2021/1/30,200,9,中國人纖,25,25,25,0,0,75,3
2021/1/30,200,11,愛山林,11,21,11,0,0,43,0
2021/1/31,201,1,台電男排,25,25,25,26,0,101,3
2021/1/31,201,2,雲林Mizuno,20,21,27,24,0,92,1
2021/1/31,202,1,台電男排,25,25,25,26,0,101,3
2021/1/31,202,2,雲林Mizuno,20,21,27,24,0,92,1
2021/1/31,203,3,臺中長力,25,21,22,25,14,107,2
2021/1/31,203,5,桃園臺產,23,25,25,18,16,107,3
2021/1/31,204,3,臺中長力,25,21,22,25,14,107,2
2021/1/31,204,5,桃園臺產,23,25,25,18,16,107,3
2021/1/31,205,11,愛山林,15,26,16,25,13,95,2
2021/1/31,205,7,台電女排,25,24,25,20,15,109,3
2021/1/31,206,8,臺北鯨華,21,22,21,0,0,64,0
2021/1/31,206,9,中國人纖,25,25,25,0,0,75,3
2021/1/31,207,8,臺北鯨華,21,22,21,0,0,64,0
2021/1/31,207,9,中國人纖,25,25,25,0,0,75,3
2021/1/31,208,11,愛山林,15,26,16,25,13,95,2
2021/1/31,208,7,台電女排,25,24,25,20,15,109,3
2021/2/6,209,2,雲林Mizuno,25,25,26,21,10,107,2
2021/2/6,209,3,臺中長力,21,23,28,25,15,112,3
2021/2/6,210,2,雲林Mizuno,25,25,26,21,10,107,2
2021/2/6,210,3,臺中長力,21,23,28,25,15,112,3
2021/2/6,211,5,桃園臺產,25,21,29,25,0,100,3
2021/2/6,211,4,conti,23,25,27,20,0,95,1
2021/2/6,212,5,桃園臺產,25,21,29,25,0,100,3
2021/2/6,212,4,conti,23,25,27,20,0,95,1
2021/2/6,213,8,臺北鯨華,25,25,25,0,0,75,3
2021/2/6,213,11,愛山林,23,16,19,0,0,58,0
2021/2/6,214,10,極速超跑,21,17,19,0,0,57,0
2021/2/6,214,9,中國人纖,25,25,25,0,0,75,3
2021/2/6,215,10,極速超跑,21,17,19,0,0,57,0
2021/2/6,215,9,中國人纖,25,25,25,0,0,75,3
2021/2/6,216,8,臺北鯨華,25,25,25,0,0,75,3
2021/2/6,216,11,愛山林,23,16,19,0,0,58,0
2021/2/7,217,3,臺中長力,23,24,25,23,0,95,1
2021/2/7,217,1,台電男排,25,26,18,25,0,94,3
2021/2/7,218,3,臺中長力,23,24,25,23,0,95,1
2021/2/7,218,1,台電男排,25,26,18,25,0,94,3
2021/2/7,219,4,conti,18,24,22,0,0,64,0
2021/2/7,219,5,桃園臺產,25,26,25,0,0,76,3
2021/2/7,220,4,conti,18,24,22,0,0,64,0
2021/2/7,220,5,桃園臺產,25,26,25,0,0,76,3
2021/2/7,221,7,台電女排,18,16,25,25,15,99,3
2021/2/7,221,10,極速超跑,25,25,21,19,13,103,2
2021/2/7,222,11,愛山林,12,19,17,0,0,48,0
2021/2/7,222,8,臺北鯨華,25,25,25,0,0,75,3
2021/2/7,223,7,台電女排,18,16,25,25,15,99,3
2021/2/7,223,10,極速超跑,25,25,21,19,13,103,2
2021/2/7,224,11,愛山林,12,19,17,0,0,48,0
2021/2/7,224,8,臺北鯨華,25,25,25,0,0,75,3
2021/2/20,225,2,雲林Mizuno,25,20,22,18,0,85,1
