date,game,team,team1,game1,game2,game3,game4,game5,total,score
2020/2/1,139,1,台電公司,25,25,25,0,0,75,3
2020/2/1,140,2,雲林Mizuno,25,25,25,0,0,75,3
2020/2/1,140,4,conti,23,17,21,0,0,61,0
2020/2/1,141,9,中國人纖,16,22,21,0,0,59,0
2020/2/1,141,8,臺北鯨華,25,25,25,0,0,75,3
2020/2/1,142,9,中國人纖,16,22,21,0,0,59,0
2020/2/1,142,8,臺北鯨華,25,25,25,0,0,75,3
2020/2/1,143,10,極速超跑,25,25,25,0,0,75,3
2020/2/1,143,11,愛山林,23,17,18,0,0,58,0
2020/2/1,144,10,極速超跑,25,25,25,0,0,75,3
2020/2/1,144,11,愛山林,23,17,18,0,0,58,0
2020/2/2,145,1,台電公司,25,25,25,0,0,75,3
2020/2/2,145,3,長力男排,15,13,18,0,0,46,0
2020/2/2,146,4,conti,26,20,21,0,0,67,0
2020/2/2,146,2,雲林Mizuno,28,25,25,0,0,78,3
2020/2/2,147,1,台電公司,25,25,25,0,0,75,3
2020/2/2,147,3,長力男排,15,13,18,0,0,46,0
2020/2/2,148,4,conti,26,20,21,0,0,67,0
2020/2/2,148,2,雲林Mizuno,28,25,25,0,0,78,3
2020/2/2,149,7,台電公司,19,23,25,29,15,111,2
2020/2/2,149,9,中國人纖,25,25,18,27,17,112,3
2020/2/2,150,8,臺北鯨華,19,25,18,25,15,102,3
2020/2/2,150,10,極速超跑,25,23,25,19,11,103,2
2020/2/2,151,7,台電公司,19,23,25,29,15,111,2
2020/2/2,151,9,中國人纖,25,25,18,27,17,112,3
2020/2/2,152,8,臺北鯨華,19,25,18,25,15,102,3
2020/2/2,152,10,極速超跑,25,23,25,19,11,103,2
2020/2/8,153,2,雲林Mizuno,25,25,19,25,0,94,3
2020/2/8,153,3,長力男排,19,23,25,23,0,90,1
2020/2/8,154,2,雲林Mizuno,25,25,19,25,0,94,3
2020/2/8,154,3,長力男排,19,23,25,23,0,90,1
2020/2/8,155,5,桃園台灣產險,19,25,25,25,0,94,3
2020/2/8,155,4,conti,25,23,22,21,0,91,1
2020/2/8,156,5,桃園台灣產險,19,25,25,25,0,94,3
2020/2/8,156,4,conti,25,23,22,21,0,91,1
2020/2/8,157,9,中國人纖,25,17,25,15,15,97,3
2020/2/8,157,7,台電公司,23,25,22,25,12,107,2
2020/2/8,158,9,中國人纖,25,17,25,15,15,97,3
2020/2/8,158,7,台電公司,23,25,22,25,12,107,2
2020/2/8,159,11,愛山林,21,23,27,0,0,71,0
2020/2/8,159,10,極速超跑,25,25,29,0,0,79,3
2020/2/8,160,11,愛山林,21,23,27,0,0,71,0
2020/2/8,160,10,極速超跑,25,25,29,0,0,79,3
2020/2/9,161,3,長力男排,15,25,17,23,0,80,1
2020/2/9,161,2,雲林Mizuno,25,23,25,25,0,98,3
2020/2/9,162,3,長力男排,15,25,17,23,0,80,1
2020/2/9,162,2,雲林Mizuno,25,23,25,25,0,98,3
2020/2/9,163,4,conti,25,20,22,15,0,82,1
2020/2/9,163,5,桃園台灣產險,20,25,25,25,0,95,3
2020/2/9,164,4,conti,25,20,22,15,0,82,1
2020/2/9,164,5,桃園台灣產險,20,25,25,25,0,95,3
2020/2/9,165,7,台電公司,25,25,28,0,0,78,3
2020/2/9,165,11,愛山林,22,23,26,0,0,71,0
2020/2/9,166,10,極速超跑,18,25,25,25,0,93,3
2020/2/9,166,9,中國人纖,25,19,21,20,0,85,1
2020/2/9,167,10,極速超跑,18,25,25,25,0,93,3
2020/2/9,167,9,中國人纖,25,19,21,20,0,85,1
2020/2/9,168,7,台電公司,25,25,28,0,0,78,3
2020/2/9,168,11,愛山林,22,23,26,0,0,71,0
2020/2/15,169,5,桃園台灣產險,20,27,23,15,0,85,1
2020/2/15,169,1,台電公司,25,25,25,25,0,100,3
2020/2/15,170,4,conti,18,14,18,0,0,50,0
2020/2/15,170,3,長力男排,25,25,25,0,0,75,3
2020/2/15,171,4,conti,18,14,18,0,0,50,0
2020/2/15,171,3,長力男排,25,25,25,0,0,75,3
2020/2/15,172,5,桃園台灣產險,20,27,23,15,0,85,1
2020/2/15,172,1,台電公司,25,25,25,25,0,100,3
2020/2/15,173,7,台電公司,25,25,25,0,0,75,3
2020/2/15,173,11,愛山林,10,17,14,0,0,41,0
2020/2/15,174,8,臺北鯨華,25,25,25,0,0,75,3
2020/2/15,174,9,中國人纖,12,19,21,0,0,52,0
2020/2/15,175,8,臺北鯨華,25,25,25,0,0,75,3
2020/2/15,175,9,中國人纖,12,19,21,0,0,52,0
2020/2/15,176,7,台電公司,25,25,25,0,0,75,3
2020/2/15,176,11,愛山林,10,17,14,0,0,41,0
2020/2/16,177,1,台電公司,25,26,25,0,0,76,3
2020/2/16,177,4,conti,18,24,10,0,0,52,0
2020/2/16,178,3,長力男排,25,23,25,25,0,98,3
2020/2/16,178,5,桃園台灣產險,21,25,19,20,0,85,1
2020/2/16,179,1,台電公司,25,26,25,0,0,76,3
2020/2/16,179,4,conti,18,24,10,0,0,52,0
2020/2/16,180,3,長力男排,25,23,25,25,0,98,3
2020/2/16,180,5,桃園台灣產險,21,25,19,20,0,85,1
2020/2/16,181,9,中國人纖,25,23,21,25,15,109,3
2020/2/16,181,7,台電公司,19,25,25,17,13,99,2
2020/2/16,182,11,愛山林,18,25,19,0,0,62,0
2020/2/16,182,8,臺北鯨華,25,27,25,0,0,77,3
2020/2/16,183,9,中國人纖,25,23,21,25,15,109,3
2020/2/16,183,7,台電公司,19,25,25,17,13,99,2
2020/2/16,184,11,愛山林,18,25,19,0,0,62,0
2020/2/16,184,8,臺北鯨華,25,27,25,0,0,77,3
2020/2/22,185,1,台電公司,25,25,25,0,0,75,3
2020/2/22,185,4,conti,18,15,21,0,0,54,0
2020/2/22,186,2,雲林Mizuno,25,25,25,0,0,75,3
2020/2/22,186,5,桃園台灣產險,21,21,22,0,0,64,0
2020/2/22,187,1,台電公司,25,25,25,0,0,75,3
2020/2/22,187,4,conti,18,15,21,0,0,54,0
2020/2/22,188,2,雲林Mizuno,25,25,25,0,0,75,3
2020/2/22,188,5,桃園台灣產險,21,21,22,0,0,64,0
2020/2/22,189,7,台電公司,20,25,25,25,0,95,3
2020/2/22,189,10,極速超跑,25,18,18,16,0,77,1
2020/2/22,190,11,愛山林,15,19,26,18,0,78,1
2020/2/22,190,8,臺北鯨華,25,25,24,25,0,99,3
2020/2/22,191,7,台電公司,20,25,25,25,0,95,3
2020/2/22,191,10,極速超跑,25,18,18,16,0,77,1
2020/2/22,192,11,愛山林,15,19,26,18,0,78,1
2020/2/22,192,8,臺北鯨華,25,25,24,25,0,99,3
2020/2/23,193,5,桃園台灣產險,19,28,27,24,0,98,1
2020/2/23,193,1,台電公司,25,26,29,26,0,106,3
2020/2/23,194,4,conti,20,25,25,20,9,99,2
2020/2/23,194,2,雲林Mizuno,25,23,22,25,15,110,3
2020/2/23,195,4,conti,20,25,25,20,9,99,2
2020/2/23,195,2,雲林Mizuno,25,23,22,25,15,110,3
2020/2/23,196,5,桃園台灣產險,19,28,27,24,0,98,1
2020/2/23,196,1,台電公司,25,26,29,26,0,106,3
2020/2/23,197,8,臺北鯨華,17,13,17,0,0,47,0
2020/2/23,197,7,台電公司,25,25,25,0,0,75,3
2020/2/23,198,8,臺北鯨華,17,13,17,0,0,47,0
2020/2/23,198,7,台電公司,25,25,25,0,0,75,3
2020/2/23,199,9,中國人纖,25,25,25,0,0,75,3
2020/2/23,199,11,愛山林,13,20,18,0,0,51,0
2020/2/23,200,9,中國人纖,25,25,25,0,0,75,3
2020/2/23,200,11,愛山林,13,20,18,0,0,51,0
